,subjects,preprocessed,statement,bidirectional_statement
7462,"The average rate of fraud in the Earned Income Tax Credit, Medicare, Medicaid and food stamps programs is 20 to 25 percent.","['average', 'rate', 'fraud', 'earned', 'income', 'tax', 'credit', 'medicare', 'medicaid', 'food', 'stamp', 'program', 'percent']",pants-fire,false
7463,"Gov. McAuliffes budget would raid school, other $$ 4 Obamacare in VA.","['gov', 'mcauliffes', 'budget', 'raid', 'school', 'obamacare', 'va']",barely-true,false
7464,Says Connie Mack voted to redefine rape as forcible rape.,"['say', 'connie', 'mack', 'voted', 'redefine', 'rape', 'forcible', 'rape']",half-true,true
7465,I lowered taxes over the last two years.,"['lowered', 'tax', 'year']",mostly-true,true
7466,San Antonio is now the largest city in the United States ever to have an African American woman mayor.,"['san', 'antonio', 'largest', 'city', 'united', 'state', 'african', 'american', 'woman', 'mayor']",true,true
7467,"Says Catherine Cortez Masto indicted (Brian Krolicki), who was an innocent man, in order to save Harry Reids political career","['say', 'catherine', 'cortez', 'masto', 'indicted', 'brian', 'krolicki', 'innocent', 'man', 'order', 'save', 'harry', 'reid', 'political', 'career']",half-true,true
7468,"In May we generated more jobs than all the rest of the country combined: 28,000 jobs in May for the state, 54,000 for the entire country.","['generated', 'job', 'rest', 'country', 'combined', 'job', 'state', 'entire', 'country']",half-true,true
7469,Travis County is surrounded by red counties.,"['travis', 'county', 'surrounded', 'red', 'county']",true,true
7470,Says the national health care law puts federal bureaucrats between an American citizen and her doctor.,"['say', 'national', 'health', 'care', 'law', 'put', 'federal', 'bureaucrat', 'american', 'citizen', 'doctor']",false,false
7471,"When Nancy Nusbaum was Brown County executive, spending went up nearly 50 percent.","['nancy', 'nusbaum', 'brown', 'county', 'executive', 'spending', 'went', 'nearly', 'percent']",mostly-true,true
7472,Rhode Island Treasurer Gina Raimondo raised the mortality rate from 65 to 87 and used a 1994 annuity chart to create the pension crisis.,"['rhode', 'island', 'treasurer', 'gina', 'raimondo', 'raised', 'mortality', 'rate', 'used', 'annuity', 'chart', 'create', 'pension', 'crisis']",barely-true,false
7473,Says she is co-owner of Celilo Group Media.,"['say', 'owner', 'celilo', 'group', 'medium']",true,true
7474,Report: 3 million votes in presidential election cast by illegal aliens.,"['report', 'million', 'vote', 'presidential', 'election', 'cast', 'illegal', 'alien']",false,false
7475,"The IRS is going to be in charge of a huge national database on health care that will include Americans personal, intimate, most close-to-the-vest-secrets.","['irs', 'going', 'charge', 'huge', 'national', 'database', 'health', 'care', 'include', 'american', 'personal', 'intimate', 'close', 'vest', 'secret']",pants-fire,false
7476,On whether humans contribute to global warming,"['human', 'contribute', 'global', 'warming']",half-true,true
7477,The stories from women saying he groped or forced himself on them largely have been debunked.,"['story', 'woman', 'saying', 'groped', 'forced', 'largely', 'debunked']",false,false
7478,Says Chris Christie vetoed equal pay for women 3 times. He only let the bill pass once it became a damaging campaign issue.,"['say', 'chris', 'christie', 'vetoed', 'equal', 'pay', 'woman', 'time', 'let', 'pas', 'damaging', 'campaign', 'issue']",barely-true,false
7479,Says Donald Trump believes that states should actually have the right to lower the minimum wage below $7.25.,"['say', 'donald', 'trump', 'belief', 'state', 'actually', 'right', 'lower', 'minimum', 'wage']",mostly-true,true
7480,"In 2010, 2,694 young people were killed by gunfire. 1,773 were victims of homicide; 67 were elementary school-age children.","['young', 'people', 'killed', 'gunfire', 'victim', 'homicide', 'elementary', 'school', 'age', 'child']",mostly-true,true
7481,Democrats give Newports to the homeless to get them to the polls.,"['democrat', 'newport', 'homeless', 'poll']",half-true,true
7482,I negotiated open borders to let fleeing refugees into safety from Kosovo.,"['negotiated', 'open', 'border', 'let', 'fleeing', 'refugee', 'safety', 'kosovo']",barely-true,false
7483,The tuitions in Virginia colleges...have doubled -- 100 percent -- in the last 10 years.,"['tuition', 'virginia', 'college', 'doubled', 'percent', 'year']",true,true
7484,"Says Sen. Mark Begich is ineffective because he has only passed one bill, the naming of a building.","['say', 'sen', 'mark', 'begich', 'ineffective', 'passed', 'naming', 'building']",half-true,true
7485,The decision to cancel the trademark of the Washington Redskins is not the Patent and Trademark Office. This is Barack Obama.,"['decision', 'cancel', 'trademark', 'washington', 'redskin', 'patent', 'trademark', 'office', 'barack', 'obama']",false,false
7486,We have tougher standards holding toy gun manufacturers and sellers to account than we do for real guns.,"['tougher', 'standard', 'holding', 'toy', 'gun', 'manufacturer', 'seller', 'account', 'real', 'gun']",half-true,true
7487,"In the last decade, the average income of the bottom 90 percent of all working Americans actually declined. The top 1 percent saw their income rise by an average of more than a quarter of a million dollars each.","['decade', 'average', 'income', 'percent', 'working', 'american', 'actually', 'declined', 'percent', 'saw', 'income', 'rise', 'average', 'quarter', 'million', 'dollar']",half-true,true
7488,Obamacare is one big fat VA system.,"['obamacare', 'big', 'fat', 'va']",pants-fire,false
7489,"He's a good man but he's a pro-life liberal. He's right on the pro-life part, but he's a liberal.","['good', 'man', 'pro', 'life', 'liberal', 'right', 'pro', 'life', 'liberal']",half-true,true
7490,Says the U.S. national debt has tripled during Rep. Greg Waldens time in Congress.,"['say', 'national', 'debt', 'tripled', 'rep', 'greg', 'waldens', 'time', 'congress']",half-true,true
7491,"We should be seeing numbers in the 500,000 jobs created per month. (Creating 115,000 jobs, the total from April 2012) is way, way, way off from what should happen in a normal recovery.","['seeing', 'number', 'job', 'created', 'month', 'creating', 'job', 'total', 'april', 'way', 'way', 'way', 'happen', 'normal', 'recovery']",half-true,true
7492,"Our county now has the fastest growing airport in America, attracting nearly 1,000 new private sector jobs.","['county', 'fastest', 'growing', 'airport', 'america', 'attracting', 'nearly', 'new', 'private', 'sector', 'job']",half-true,true
7493,Providence teachers can go five or six years without an evaluation.,"['providence', 'teacher', 'year', 'evaluation']",mostly-true,true
7494,"I fought hard for that (state Senate) seat. I only lost by four points. I raised over $700,000.","['fought', 'hard', 'state', 'senate', 'seat', 'lost', 'point', 'raised']",barely-true,false
7495,Coca-Colas CEO said he finds it easier to do work in China than in the United States.,"['coca', 'cola', 'ceo', 'said', 'find', 'easier', 'work', 'china', 'united', 'state']",half-true,true
7496,"Under the Iran nuclear deal, we give them $150 billion, we get nothing.","['iran', 'nuclear', 'deal', 'billion']",false,false
7497,Says Your kid just ate 16 packs of sugar.,"['say', 'kid', 'ate', 'pack', 'sugar']",true,true
7498,"Research shows the employer mandate in the House health reform bill would ""place millions 'at substantial risk of unemployment' with minority workers losing their jobs at twice the rate of their white counterparts.""","['research', 'show', 'employer', 'mandate', 'house', 'health', 'reform', 'place', 'million', 'substantial', 'risk', 'unemployment', 'minority', 'worker', 'losing', 'job', 'twice', 'rate', 'white', 'counterpart']",half-true,true
7499,"Dont believe those phony numbers when you hear 4.9 and 5 percent unemployment. The numbers probably 28, 29, as high as 35. In fact, I even heard recently 42 percent.","['dont', 'believe', 'phony', 'number', 'hear', 'percent', 'unemployment', 'number', 'probably', 'high', 'fact', 'heard', 'recently', 'percent']",pants-fire,false
7500,Says in March New Jersey was one of only eight states in the nation to lose jobs and the state with the highest loss of jobs in the nation.,"['say', 'march', 'new', 'jersey', 'state', 'nation', 'lose', 'job', 'state', 'highest', 'loss', 'job', 'nation']",barely-true,false
7501,Its estimated that 40 percent of all the guns that are sold in the United States occur with no background records check.,"['estimated', 'percent', 'gun', 'sold', 'united', 'state', 'occur', 'background', 'record', 'check']",barely-true,false
7502,The last Christians are about to leave Iraq.,"['christian', 'leave', 'iraq']",pants-fire,false
7503,Young veterans have a higher unemployment rate than people who didnt serve.,"['young', 'veteran', 'higher', 'unemployment', 'rate', 'people', 'didnt', 'serve']",true,true
7504,Says Iowa Senate candidate Joni Ernst promises to shut down the Department of Education and abolish the EPA.,"['say', 'iowa', 'senate', 'candidate', 'joni', 'ernst', 'promise', 'shut', 'department', 'education', 'abolish', 'epa']",true,true
7505,Says Scott Walker cut back early voting and signed legislation that would make it harder for college students to vote.,"['say', 'scott', 'walker', 'cut', 'early', 'voting', 'signed', 'legislation', 'make', 'harder', 'college', 'student', 'vote']",mostly-true,true
7506,I have never asked for nor received a single earmark or pork barrel project for my state.,"['asked', 'received', 'single', 'earmark', 'pork', 'barrel', 'project', 'state']",false,false
7507,"The Democratic leader in the Senate, Harry Reid, has blocked any vote on the Keystone pipeline for years.","['democratic', 'leader', 'senate', 'harry', 'reid', 'blocked', 'vote', 'keystone', 'pipeline', 'year']",half-true,true
7508,Says Hillary Clinton wants to bring in thousands of refugees to America from all around the world without any kind of security screening.,"['say', 'hillary', 'clinton', 'want', 'bring', 'thousand', 'refugee', 'america', 'world', 'kind', 'security', 'screening']",false,false
7509,The Georgia Senate ethics resolution doesnt define cap.,"['georgia', 'senate', 'ethic', 'resolution', 'doesnt', 'define', 'cap']",mostly-true,true
7510,Georgia residents file the most insurance claims for lightning strikes in the country.,"['georgia', 'resident', 'file', 'insurance', 'claim', 'lightning', 'strike', 'country']",true,true
7511,"After initially agreeing with Republicans on an amount for Zika funding, Democrats derailed it.","['initially', 'agreeing', 'republican', 'zika', 'funding', 'democrat', 'derailed']",half-true,true
7512,"We have a legal immigration system in America that accepts 1 million people a year, legally. No other country in the world even comes close to that.","['legal', 'immigration', 'america', 'accepts', 'million', 'people', 'year', 'legally', 'country', 'world', 'come', 'close']",mostly-true,true
7513,"Says in Oregon today, the average debt upon college graduation is more than $24,000.","['say', 'oregon', 'today', 'average', 'debt', 'college', 'graduation']",mostly-true,true
7514,Says you cannot implement Paul Ryans plan without allowing for any increases in revenue.,"['say', 'implement', 'paul', 'ryans', 'plan', 'allowing', 'increase', 'revenue']",half-true,true
7515,"Thanks to (Rick) Perrys bad budgeting, the (Texas) highway department has to convert some modern paved state roads back to gravel.","['thanks', 'rick', 'perry', 'bad', 'budgeting', 'texas', 'highway', 'department', 'convert', 'modern', 'paved', 'state', 'road', 'gravel']",barely-true,false
7516,"Ohio is losing over 700 family farms a year, some of them just to pay the inheritance tax.","['ohio', 'losing', 'family', 'farm', 'year', 'pay', 'inheritance', 'tax']",true,true
7517,Undocumented students who qualify for in-state Oregon tuition are actively working toward U.S. citizenship.,"['undocumented', 'student', 'qualify', 'state', 'oregon', 'tuition', 'actively', 'working', 'citizenship']",barely-true,false
7518,Nearly one in five women in America has been a victim of rape or attempted rape.,"['nearly', 'woman', 'america', 'victim', 'rape', 'attempted', 'rape']",mostly-true,true
7519,"Says according to recent polls,no Republican candidate is doing better against Hillary Clinton than myself.","['say', 'according', 'recent', 'poll', 'republican', 'candidate', 'better', 'hillary', 'clinton']",barely-true,false
7520,I recently had the opportunity to vote to give the president limited authority to begin strikes against terrorists in Iraq and Syria.,"['recently', 'opportunity', 'vote', 'president', 'limited', 'authority', 'begin', 'strike', 'terrorist', 'iraq', 'syria']",false,false
7521,"In the last two years, I have supported and proposed $155 billion worth of targeting cuts. Dr. Gingrey has presented zero.","['year', 'supported', 'proposed', 'billion', 'worth', 'targeting', 'cut', 'dr', 'gingrey', 'presented', 'zero']",half-true,true
7522,I investigated Abramoff and people ended up in jail.,"['investigated', 'abramoff', 'people', 'ended', 'jail']",mostly-true,true
7523,Says New Jersey Devils managing partner Jeff Vanderbeek froze all those monies during the toughest years in 08-09 and refused to give the charitable dollars that he was required to give by the contract.,"['say', 'new', 'jersey', 'devil', 'managing', 'partner', 'jeff', 'vanderbeek', 'froze', 'monies', 'toughest', 'year', 'refused', 'charitable', 'dollar', 'required', 'contract']",mostly-true,true
7524,"﻿﻿Since Mayor Kennedy OBrien took office Sayreville has issued 22,081 building permits! Now OBrien is holding secret meetings with big developers.","['mayor', 'kennedy', 'obrien', 'took', 'office', 'sayreville', 'issued', 'building', 'permit', 'obrien', 'holding', 'secret', 'meeting', 'big', 'developer']",barely-true,false
7525,"In 2011 alone, 269 New Jerseyans were killed by gun violence.","['new', 'jerseyans', 'killed', 'gun', 'violence']",true,true
7526,Ben Franklin once quipped that only two things in life were certain: death and taxes. I think even he didnt envision that the tax man would visit on the day of your death.,"['ben', 'franklin', 'quipped', 'thing', 'life', 'certain', 'death', 'tax', 'think', 'didnt', 'envision', 'tax', 'man', 'visit', 'day', 'death']",false,false
7527,"Go look on the West Point website and youll see those specific words, full scholarship to West Point. So even though it is, you know, given as a grant for anybody who gets in, those words are used.","['look', 'west', 'point', 'website', 'youll', 'specific', 'word', 'scholarship', 'west', 'point', 'know', 'given', 'grant', 'anybody', 'get', 'word', 'used']",mostly-true,true
7528,Federal government reneging on Medicaid payments to Wisconsin caused about $240 million in extra costs in the 2013-15 state budget.,"['federal', 'government', 'reneging', 'medicaid', 'payment', 'wisconsin', 'caused', 'million', 'extra', 'cost', 'state', 'budget']",false,false
7529,Says Rick Perry cut taxes.,"['say', 'rick', 'perry', 'cut', 'tax']",half-true,true
7530,There are twice as many gun shops as McDonalds in the United States.,"['twice', 'gun', 'shop', 'mcdonalds', 'united', 'state']",mostly-true,true
7531,"This (SCHIP) is socialized medicine. It is going to go to families that make $60,000 a year. Those aren't poor children.","['schip', 'socialized', 'medicine', 'going', 'family', 'make', 'year', 'poor', 'child']",true,true
7532,"Since 2004, more than 2,000 suspected terrorists have legally purchased weapons in the United States.","['suspected', 'terrorist', 'legally', 'purchased', 'weapon', 'united', 'state']",mostly-true,true
7533,"If we keep the minimum wage at the current level, then single-parent families earning the minimum wage at a full-time job will live in poverty in New Jersey.","['minimum', 'wage', 'current', 'level', 'single', 'parent', 'family', 'earning', 'minimum', 'wage', 'time', 'job', 'live', 'poverty', 'new', 'jersey']",true,true
7534,We are living with a legacy of deficit-spending that began almost a decade ago.,"['living', 'legacy', 'deficit', 'spending', 'began', 'decade', 'ago']",half-true,true
7535,The presidents first major foreign policy speech in Cairo was to apologize for our country.,"['president', 'major', 'foreign', 'policy', 'speech', 'cairo', 'apologize', 'country']",false,false
7536,Two-thirds of our economy is a consumer economy.,"['third', 'economy', 'consumer', 'economy']",true,true
7537,The Milwaukee Bucks are actually younger than the Marquette team.,"['milwaukee', 'buck', 'actually', 'younger', 'marquette', 'team']",false,false
7538,Says Connie Mack failed to pay his child support.,"['say', 'connie', 'mack', 'failed', 'pay', 'child', 'support']",false,false
7539,"Now remember, property taxes went up 70 percent in the 10 years before I became governor.","['remember', 'property', 'tax', 'went', 'percent', 'year', 'governor']",mostly-true,true
7540,Says David Jolly lobbied on a plan by Rep. Paul Ryan that would turn Medicare into a voucher program.,"['say', 'david', 'jolly', 'lobbied', 'plan', 'rep', 'paul', 'ryan', 'turn', 'medicare', 'voucher', 'program']",half-true,true
7541,NATO hasn't provided enough troops (in Afghanistan) because they are still angry about us going into Iraq.,"['nato', 'provided', 'troop', 'afghanistan', 'angry', 'going', 'iraq']",true,true
7542,Says Donald Trump doesnt believe in equal pay.,"['say', 'donald', 'trump', 'doesnt', 'believe', 'equal', 'pay']",half-true,true
7543,Says our unemployment insurance trust fund is broke. Were over a billion dollars in debt to the federal government.,"['say', 'unemployment', 'insurance', 'trust', 'fund', 'broke', 'billion', 'dollar', 'debt', 'federal', 'government']",true,true
7544,"Of course, there is large scale voter fraud happening on and before election day.","['course', 'large', 'scale', 'voter', 'fraud', 'happening', 'election', 'day']",pants-fire,false
7545,St. Pete Beachs experiences are a fair example of what could happen if Amendment 4 passes.,"['st', 'pete', 'beach', 'experience', 'fair', 'example', 'happen', 'amendment', 'pass']",half-true,true
7546,Paul Ryan is one of only six House Republicans who voted for Teddy Kennedys bill to force Christian employers to hire LGBT employees.,"['paul', 'ryan', 'house', 'republican', 'voted', 'teddy', 'kennedy', 'force', 'christian', 'employer', 'hire', 'lgbt', 'employee']",false,false
7547,"Forty percent of gross domestic product is state, local, or federal money.","['percent', 'gross', 'domestic', 'product', 'state', 'local', 'federal', 'money']",mostly-true,true
7548,"During his first year, President Obama said he was going to visit Kim Jong-ll and Ahmadinejad and Assad and Chavez the worst actors in the world.","['year', 'president', 'obama', 'said', 'going', 'visit', 'kim', 'jong', 'ahmadinejad', 'assad', 'chavez', 'worst', 'actor', 'world']",barely-true,false
7549,"Says Republican state leaders are using ""Soviet-style"" budget management.","['say', 'republican', 'state', 'leader', 'using', 'soviet', 'style', 'budget', 'management']",pants-fire,false
7550,"The vast majority of the money I got was from small donors all across the country.''	campaign-finance	barack-obama	President	Illinois	democrat	70	71	160	163	9	an interview with CNBC's John Harwood 
5802.json	true	The Democrat-controlled Senate, it hasnt passed a budget in more than 1,000 days.	deficit,federal-budget,job-accomplishments	john-boehner	Speaker of the House of Representatives	Ohio	republican	13	22	11	4	2	a video address
6153.json	half-true	The median income in America has dropped by 10 percent in the last four years.	economy,income,jobs	mitt-romney	Former governor	Massachusetts	republican	34	32	58	33	19	a speech
6515.json	barely-true	Says U.S. Senate hopeful Tammy Baldwin voted for a $1 trillion stimulus bill that included a wasteful $800,000 to replace light bulbs.	energy,federal-budget,stimulus	crossroads-gps	Conservative advocacy group		republican	9	1	4	1	2	a television ad
385.json	true	Says Clinton did not read the National Intelligence Estimate before voting for the Iraq war.	iraq	barack-obama	President	Illinois	democrat	70	71	160	163	9	a speech in Westerville, Ohio
10932.json	barely-true	Thanks to the Act 10 collective bargaining law that took effect four years ago, ACT scores in Wisconsin are now second-best in the country for states where more than half the kids take the exam.	education,government-regulation,job-accomplishments,labor,unions	scott-walker	Milwaukee County Executive	Wisconsin	republican	26	41	32	40	11	a speech
5076.json	mostly-true	Our income, our GDP per capita, is almost 50 percent higher than (it is for) the average European.	economy	mitt-romney	Former governor	Massachusetts	republican	34	32	58	33	19	an editorial board meeting with an Iowa newspaper
12189.json	half-true	Says Rick Scott cut Medicaid so people cant get Obamacare.	health-care,medicaid	rick-scotts-starbucks-heckler	Activist, stay-at-home mom	Florida	activist	0	0	2	0	0	a confrontation with Rick Scott at Starbucks
945.json	half-true	The stimulus bill includes $8 billion for high-speed rail projects, such as a 'magnetic levitation' line from Las Vegas to Disneyland.""","['vast', 'majority', 'money', 'got', 'small', 'donor', 'country', 'campaign', 'finance', 'barack', 'obama', 'president', 'illinois', 'democrat', 'interview', 'cnbc', 'john', 'harwood', 'json', 'true', 'democrat', 'controlled', 'senate', 'passed', 'budget', 'day', 'deficit', 'federal', 'budget', 'job', 'accomplishment', 'john', 'boehner', 'speaker', 'house', 'representative', 'ohio', 'republican', 'video', 'address', 'json', 'half', 'true', 'median', 'income', 'america', 'dropped', 'percent', 'year', 'economy', 'income', 'job', 'mitt', 'romney', 'governor', 'massachusetts', 'republican', 'speech', 'json', 'barely', 'true', 'say', 'senate', 'hopeful', 'tammy', 'baldwin', 'voted', 'trillion', 'stimulus', 'included', 'wasteful', 'replace', 'light', 'bulb', 'energy', 'federal', 'budget', 'stimulus', 'crossroad', 'gps', 'conservative', 'advocacy', 'group', 'republican', 'television', 'ad', 'json', 'true', 'say', 'clinton', 'read', 'national', 'intelligence', 'estimate', 'voting', 'iraq', 'war', 'iraq', 'barack', 'obama', 'president', 'illinois', 'democrat', 'speech', 'westerville', 'ohio', 'json', 'barely', 'true', 'thanks', 'act', 'collective', 'bargaining', 'law', 'took', 'effect', 'year', 'ago', 'act', 'score', 'wisconsin', 'second', 'best', 'country', 'state', 'half', 'kid', 'exam', 'education', 'government', 'regulation', 'job', 'accomplishment', 'labor', 'union', 'scott', 'walker', 'milwaukee', 'county', 'executive', 'wisconsin', 'republican', 'speech', 'json', 'true', 'income', 'gdp', 'caput', 'percent', 'higher', 'average', 'european', 'economy', 'mitt', 'romney', 'governor', 'massachusetts', 'republican', 'editorial', 'board', 'meeting', 'iowa', 'newspaper', 'json', 'half', 'true', 'say', 'rick', 'scott', 'cut', 'medicaid', 'people', 'obamacare', 'health', 'care', 'medicaid', 'rick', 'scott', 'starbucks', 'heckler', 'activist', 'stay', 'home', 'mom', 'florida', 'activist', 'confrontation', 'rick', 'scott', 'starbucks', 'json', 'half', 'true', 'stimulus', 'includes', 'billion', 'high', 'speed', 'rail', 'project', 'magnetic', 'levitation', 'line', 'la', 'vega', 'disneyland']",false,false
7551,"Since Debbie Halvorson has been in politics, Illinois has lost hundreds of thousands of jobs.","['debbie', 'halvorson', 'politics', 'illinois', 'lost', 'hundred', 'thousand', 'job']",half-true,true
7552,Says Ive authored the first bipartisan tax reform bill in a quarter-century.,"['say', 'ive', 'authored', 'bipartisan', 'tax', 'reform', 'quarter', 'century']",mostly-true,true
7553,"Many state and federal agencies have such navigators involved in helping folks maneuver through the often complex processes associated with filing benefits claims, for example -- even buying health insurance.","['state', 'federal', 'agency', 'navigator', 'involved', 'helping', 'folk', 'maneuver', 'complex', 'process', 'associated', 'filing', 'benefit', 'claim', 'example', 'buying', 'health', 'insurance']",true,true
7554,SaysJosh Mandels campaign is under FBI investigation,"['saysjosh', 'mandels', 'campaign', 'fbi', 'investigation']",false,false
7555,Sharron Angle voted to protect sex offenders.,"['sharron', 'angle', 'voted', 'protect', 'sex', 'offender']",mostly-true,true
7556,Says the majority of candidates in Texas 25th Congressional District live outside the district.,"['say', 'majority', 'candidate', 'texas', 'congressional', 'district', 'live', 'outside', 'district']",barely-true,false
7557,I have tremendous support from women.,"['tremendous', 'support', 'woman']",false,false
7558,Says theres not much evidence to suggest that people have (contributed to global warming) or can do very much to change anything.,"['say', 'there', 'evidence', 'suggest', 'people', 'contributed', 'global', 'warming', 'change']",false,false
7559,Floridas revenue is growing at a faster rate than almost any state in the country.,"['florida', 'revenue', 'growing', 'faster', 'rate', 'state', 'country']",barely-true,false
7560,A poll found that 20% of young adults use (smartphones) during sex.,"['poll', 'young', 'adult', 'use', 'smartphones', 'sex']",mostly-true,true
7561,"Obama said he would ""stand with the Muslims should the political winds shift in an ugly direction.""","['obama', 'said', 'stand', 'muslim', 'political', 'wind', 'shift', 'ugly', 'direction']",false,false
7562,The gap between the very rich and everyone else in America is wider today than at any time since the 1920s.,"['gap', 'rich', 'america', 'wider', 'today', 'time']",mostly-true,true
7563,We know that President Obama stole over $500 billion out of Medicare to switch it over to Obamacare.,"['know', 'president', 'obama', 'stole', 'billion', 'medicare', 'switch', 'obamacare']",barely-true,false
7564,"A cap-and-trade bill would destroy over 50,000 jobs in Virginia.","['cap', 'trade', 'destroy', 'job', 'virginia']",barely-true,false
7565,"Nearly 40,000 new jobs have been created in the last year due to the new wells . . . right here in Ohio.","['nearly', 'new', 'job', 'created', 'year', 'new', 'well', 'right', 'ohio']",pants-fire,false
7566,Tells President Barack Obama that he also asked former President George W. Bush about how he felt about Americans hating him.,"['tell', 'president', 'barack', 'obama', 'asked', 'president', 'george', 'bush', 'felt', 'american', 'hating']",true,true
7567,"Says I worked with our Mayor and other commissioners to help save the school year when a budget crisis in Salem threatened to cut four weeks of the school year, including negotiating with teachers to work for free.","['say', 'worked', 'mayor', 'commissioner', 'help', 'save', 'school', 'year', 'budget', 'crisis', 'salem', 'threatened', 'cut', 'week', 'school', 'year', 'including', 'negotiating', 'teacher', 'work', 'free']",false,false
7568,Sarah Eckhardt refused to take her own pay increases repeatedly.,"['sarah', 'eckhardt', 'refused', 'pay', 'increase', 'repeatedly']",half-true,true
7569,This is the year Florida becomes a majority minority state.,"['year', 'florida', 'majority', 'minority', 'state']",false,false
7570,"We work longer hours than any people in the industrialized world, including the Japanese.","['work', 'longer', 'hour', 'people', 'industrialized', 'world', 'including', 'japanese']",barely-true,false
7571,Says Greg Abbott converted over $1 million in federal grant money intended for use to prosecute online sexual predators and other cyber crimes and instead used it to harass and prosecute senior citizens who were assisting other senior citizens in applying for mail-in ballots.,"['say', 'greg', 'abbott', 'converted', 'million', 'federal', 'grant', 'money', 'intended', 'use', 'prosecute', 'online', 'sexual', 'predator', 'cyber', 'crime', 'instead', 'used', 'harass', 'prosecute', 'senior', 'citizen', 'assisting', 'senior', 'citizen', 'applying', 'mail', 'ballot']",false,false
7572,Richard Cordrays nomination to head the Consumer Financial Protection Bureau marks the first time in Senate history that a political party has blocked a nomination of someone because they didnt like the construction of the agency.,"['richard', 'cordrays', 'nomination', 'head', 'consumer', 'financial', 'protection', 'bureau', 'mark', 'time', 'senate', 'history', 'political', 'party', 'blocked', 'nomination', 'didnt', 'like', 'construction', 'agency']",true,true
7573,Says President Barack Obamas health care law is expected to destroy 2.3 million jobs.,"['say', 'president', 'barack', 'obamas', 'health', 'care', 'law', 'expected', 'destroy', 'million', 'job']",barely-true,false
7574,"John McCain ""is one of the few senators of either party who oppose this bill (to expand education aid for veterans) because he thinks it's too generous.""","['john', 'mccain', 'senator', 'party', 'oppose', 'expand', 'education', 'aid', 'veteran', 'think', 'generous']",barely-true,false
7575,Chris Christie has led New Jersey to a record-breaking 9 credit downgrades.,"['chris', 'christie', 'led', 'new', 'jersey', 'record', 'breaking', 'credit', 'downgrade']",mostly-true,true
7576,"In Texas, sexting is a felony sex offense for teenagers that can mean up to 10 years in prison.","['texas', 'sexting', 'felony', 'sex', 'offense', 'teenager', 'mean', 'year', 'prison']",half-true,true
7577,I fought 38 Studios from the beginning.,"['fought', 'studio', 'beginning']",barely-true,false
7578,Says Wisconsin Gov. Scott Walker turned a $1 billion surplus into a $2.2 billion budget deficit.,"['say', 'wisconsin', 'gov', 'scott', 'walker', 'turned', 'billion', 'surplus', 'billion', 'budget', 'deficit']",barely-true,false
7579,"In Muslim countries, under the Sharia, there is a death penalty for blaspheming Mohammad.","['muslim', 'country', 'sharia', 'death', 'penalty', 'blaspheming', 'mohammad']",half-true,true
7580,"After Reagan took office, ""we didn't raise taxes and we didn't cut entitlements. What we did was we cut taxes.""","['reagan', 'took', 'office', 'raise', 'tax', 'cut', 'entitlement', 'cut', 'tax']",barely-true,false
7581,No one was taken into custody for feeding the homeless.,"['taken', 'custody', 'feeding', 'homeless']",mostly-true,true
7582,Newt Gingrich co-sponsored a bill with Nancy Pelosi that would have given $60 million a year to a U.N. program supporting Chinas brutal one-child policy.,"['newt', 'gingrich', 'sponsored', 'nancy', 'pelosi', 'given', 'million', 'year', 'program', 'supporting', 'china', 'brutal', 'child', 'policy']",pants-fire,false
7583,[A]n extra 8 million Americans [are] projected to join state Medicaid programs in the next few years.,"['extra', 'million', 'american', 'projected', 'join', 'state', 'medicaid', 'program', 'year']",half-true,true
7584,Martin Luther King was a Republican.,"['martin', 'luther', 'king', 'republican']",false,false
7585,EPA officials have commended (Koch Industries) for our commitment to a cleaner environment and called us a model for other companies.,"['epa', 'official', 'commended', 'koch', 'industry', 'commitment', 'cleaner', 'environment', 'called', 'model', 'company']",barely-true,false
7586,"Ohio has created 45,000 new manufacturing jobs since 2010. And thats due in large part to the fact that the auto rescue has helped Ohio.","['ohio', 'created', 'new', 'manufacturing', 'job', 'thats', 'large', 'fact', 'auto', 'rescue', 'helped', 'ohio']",half-true,true
7587,"West has raised $2 million from those that would leave our beaches in ruins, end Social Security and Medicare, and give corporations free reign.","['west', 'raised', 'million', 'leave', 'beach', 'ruin', 'end', 'social', 'security', 'medicare', 'corporation', 'free', 'reign']",false,false
7588,After Ronald Reagan cut taxes in 1981 the U.S. enjoyed exponential growth.,"['ronald', 'reagan', 'cut', 'tax', 'enjoyed', 'exponential', 'growth']",barely-true,false
7589,The party in the White House is responsible for a massive tax increase on the middle class.,"['party', 'white', 'house', 'responsible', 'massive', 'tax', 'increase', 'middle', 'class']",barely-true,false
7590,"If you look at the three people on the (debate) stage from the United States Senate, all three of them have a combined two bills that became law that theyve sponsored.","['look', 'people', 'debate', 'stage', 'united', 'state', 'senate', 'combined', 'bill', 'law', 'theyve', 'sponsored']",mostly-true,true
7591,Portland Bureau of Transportation barely break(s) even ticketing motorists.,"['portland', 'bureau', 'transportation', 'barely', 'break', 'ticketing', 'motorist']",half-true,true
7592,Polls now show a majority of Catholics favor marriage equality.,"['poll', 'majority', 'catholic', 'favor', 'marriage', 'equality']",mostly-true,true
7593,Ben Unger supported a 15 percent property tax increase on Oregon seniors.,"['ben', 'unger', 'supported', 'percent', 'property', 'tax', 'increase', 'oregon', 'senior']",half-true,true
